GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
EAF2_LINC00936,FPR1_IGFBP7,CST3_PPBP,FCGR3A_FCN1
CLDN5_NCR3,PLEKHF1_PPBP,HAVCR2_LITAF,CDA_TALDO1
C5orf56_GNLY,IGSF6_NRGN,LDLRAP1_PTGDR,CCL4_CLIC3
CD79A_PHACTR1,CTSW_GAS2L1,HLA-DPA1_NCOA4,GZMK_PTGS1
KLRC1_PARVB,CD79A_TNFSF13B,ENHO_KLRC1,IFI30_TALDO1
HINT1_HLA-DMB,ARPC5L_TSC22D1,PARVB_S100A11,CST7_MMD
HLA-DMB_LAT2,MAFB_TCL1A,CCL4_CST3,HLA-DOB_TUBB1
FGL2_LINC00936,ARHGAP24_SAMD3,NCR3_S100A11,HAVCR2_ZAP70
MZB1_PTGDR,NRGN_S100A8,CST3_FCGR3A,GZMK_LY6G6F
GYG1_LINC00936,ARPC5L_FOLR3,CCL3_MARCH2,PF4_PRF1
FCGR2B_FERMT3,BLNK_CD1C,JAKMIP1_TUBB1,GZMH_HINT1
GNLY_MS4A6A,ASGR1_IGLL5,LTB_LY6G6F,CLU_KIAA0125
ENHO_IGLL5,KLRC1_S1PR5,FGL2_SEPT5,GZMH_PNOC
CD37_UBB,KIAA0125_LYAR,CTSS_IGFBP7,NCOA4_SPARC
CD247_CMTM5,APOBEC3A_C9orf142,LDLRAP1_MAFB,MYL9_NCOA4
KLRC1_S100A8,PHACTR1_PLEKHF1,AIF1_FERMT3,BLVRA_PRR5
C5AR1_SPARC,C1orf162_LAT2,HOPX_SDPR,P2RX5_PRF1
C1orf162_PTCRA,HLA-DPB1_MAFB,SNCA_TPM4,IL1B_MS4A6A
CD37_HAVCR2,CD72_PRR5,CA2_S100A8,NCOA4_TMEM40
APOBEC3G_UBB,CD79A_ENHO,ASGR1_IFITM3,SMCO4_SNX29P2
LITAF_MFSD1,HLA-DQA1_SNX29P2,CD247_LGALS2,KIAA0125_NRGN
CLEC10A_CTSS,ASGR1_PF4,CMTM5_GZMH,NCOA4_TIGIT
IGFBP7_PTPRCAP,CD247_FCGR3A,LTB_MZB1,FCRL6_PPBP
CD79A_LINC00936,CD79A_TNFRSF1B,GP1BA_PYCARD,AKR1C3_KLRC1
GAS2L1_LGALS1,RGS18_TTC38,IL32_S100A6,CLDN5_IL1B
AKR1C3_C5AR1,CD247_MMD,CYBA_ENHO,FCRL6_PRSS23
CD72_CD9,FGFBP2_P2RX5,NKG7_TYMP,AP001189.4_NCOA4
HLA-DRB1_NPC2,ARPC1B_IRF8,CTSW_FCN1,KLRC1_ZAP70
HLA-DRB1_IRF8,CD19_SAT1,CST7_GAS2L1,FCRL6_GZMK
GZMH_SAT1,CLU_S100A12,RAMP1_TYROBP,KLRC1_SERPINF1
IL1B_MAFB,S100A11_ZAP70,ASGR1_HLA-DQA1,ACRBP_DYNLL1
CD19_PKIG,CD72_FCGR3A,ACRBP_LST1,APOBEC3A_COTL1
BLNK_MFSD1,FGFBP2_TYROBP,HLA-DMB_LGALS1,HLA-DOB_LITAF
NCR3_SNCA,CLU_IRF8,PTGDR_TMEM40,CD2_SNX29P2
C1orf162_HLA-DMA,BLNK_HIST1H2AC,CD1C_GZMK,CD2_PLEKHF1
LINC00936_TUBB1,CD247_IL1B,PLD4_PNOC,APOBEC3A_IGSF6
ARPC5L_IRF8,FCRLA_NCOA4,FPR1_P2RX5,APOBEC3A_MS4A6A
HAVCR2_HINT1,ARPC1B_TNFSF13B,IL1B_PRR5,GSTP1_PLA2G12A
CLEC1B_LTB,BLNK_GAS2L1,CDA_SAT1,PDIA3_PTGS1
AC147651.3_GAS2L1,CST7_IGSF6,MFSD1_TSC22D1,F13A1_HAVCR2
DYNLL1_IGFBP7,S100A8_TUBB1,GPR56_GZMA,CD2_ZAP70
CTSS_LAMTOR1,CLEC10A_KLRB1,CCL3_HINT1,F13A1_MAL
ADAM28_TTC38,FGFBP2_MARCH2,FCER1G_HIST1H2AC,FCN1_PARVB
GZMA_HINT1,HLA-DPB1_UBB,GSTP1_SDPR,CTSW_NKG7
CLIC3_PTGDR,LTB_MMD,GPX1_SNCA,KLRG1_PDIA3
CD9_GZMA,FCER1G_LTB,S100A8_SNCA,DYNLL1_TSC22D1
COTL1_SNCA,CA2_LYAR,ALDH2_PTGS1,CD2_JAKMIP1
C2orf88_RAMP1,GZMH_MARCH2,CD247_HLA-DQB1,DYNLL1_TPM4
CCL5_FCGR3A,CD2_FCGR2B,GSN_TPM4,APOBEC3A_IFI30
HOPX_KIAA0125,BLNK_F13A1,IGLL5_LGALS1,HLA-DMB_HLA-DOB
LYAR_TSC22D1,P2RX5_TUBB1,CCL3_S100A6,LTB_TNFSF13B
ADAM28_SPARC,FCRLA_LAMTOR1,CCL5_CLEC1B,CLEC1B_MMD
NCOA4_PTGDR,CD79B_GZMH,CLDN5_PRR5,CD2_XCL1
CD160_LGALS3,CLEC10A_MAL,GNLY_LGALS2,IL1B_LGALS3
HLA-DOB_LY6G6F,COTL1_PLD4,HAVCR2_HLA-DPB1,NCOA4_RP11-367G6.3
CCL4_TMEM40,FCRL6_GYG1,PARVB_SPARC,GPX1_MFSD1
GPR56_VAMP8,CLDN5_IRF8,BLNK_PHACTR1,APOBEC3A_SAT1
CDA_TTC38,CD72_KIAA0125,IL32_TYROBP,CD2_XCL2
FCER1G_ODC1,LTB_SAT1,ARPC5L_PLD4,LGALS3_MAL
LTB_MS4A6A,AKR1C3_CLIC3,CCL5_FCGRT,CCL4_UBB
ABI3_GSN,C1orf162_S100A12,CTSS_CTSW,ACRBP_GPX1
CD79A_CTSW,PTPRCAP_UBB,CD79A_SRGN,CLU_KLRC1
GNLY_TYROBP,CD247_NCF2,CLU_TSC22D1,FCRL6_GP9
FGL2_SMIM14,PLEKHF1_TPM4,LGALS2_NCOA4,HINT1_PLBD1
IL1B_TALDO1,AKR1C3_CLEC10A,AKR1C3_IGSF6,GPX1_MARCH2
EFHD2_HLA-DPA1,BLVRA_S100A12,EAF2_LY6G6F,ASGR1_TYMP
H2AFY_SNCA,PLA2G12A_SNCA,HIST1H2AC_SEPT5,NCOA4_PKIG
CD2_CLEC1B,HLA-DQA1_LDLRAP1,BLNK_S100A8,CST7_HINT1
CST3_PTCRA,ARHGAP24_PF4,GSN_SPIB,FCRL6_PNOC
GZMA_IFITM3,APOBEC3G_SPIB,CDA_JAKMIP1,NCOA4_TREML1
CD79B_FGFBP2,CD160_MS4A6A,CD160_ITGA2B,PF4_SNX29P2
HOPX_S1PR5,GIMAP7_PLD4,ASGR1_CEBPB,PTGDR_SPARC
HOPX_MARCH2,PDIA3_ZAP70,LYAR_NCOA4,NCOA4_S1PR5
LY6G6F_TYROBP,CD247_TYMP,C9orf142_NCF2,AIF1_GPX1
CCL3_CLDN5,MMD_ZAP70,HVCN1_UBB,ALDH2_MAL
CST7_FGFBP2,HVCN1_PTCRA,KLRG1_PLA2G12A,CD2_HINT1
CCL3_FERMT3,CD72_FERMT3,C1orf162_HLA-DQA1,AC147651.3_MAL
HLA-DPA1_PTCRA,CD79A_MMD,HINT1_S100A6,CD2_PRSS23
NKG7_S100A8,PARVB_PLA2G12A,HLA-DQA1_SERPINF1,FCRL6_GPR56
HOPX_RP11-367G6.3,MPP1_SRGN,CTSW_TYMP,HINT1_TYMP
GZMK_RP11-367G6.3,PLA2G12A_SAMD3,CLEC10A_GSTP1,HOPX_KLRC1
CD19_CDA,GNLY_PTCRA,FCRL6_HOPX,MAL_TNFRSF1B
ARPC5L_HLA-DQB1,BLVRA_GIMAP7,PRR5_ZAP70,FCRL6_RAMP1
CD37_FPR1,ADAM28_HIST1H2AC,PRR5_XCL2,APOBEC3A_HLA-DRB1
EAF2_SNCA,AQP3_GSN,IRF8_PNOC,ARHGAP24_NKG7
COTL1_HLA-DMB,ALDH2_PHACTR1,LINC00936_LST1,FCER1G_PDIA3
C2orf88_FCER1G,C9orf142_IRF8,ARPC5L_RP11-367G6.3,GNG11_NKG7
PRF1_TALDO1,ARPC1B_ASGR1,CCL4_IGSF6,FCRLA_KLRB1
GSTP1_PDIA3,LYAR_TNFRSF1B,FCER1G_HLA-DMA,KLRB1_MYL9
CST7_FCGR3A,PARVB_RGS18,CTSS_PLD4,CLIC3_GZMK
FGL2_TIGIT,MARCH2_TCL1A,ODC1_TREML1,PNOC_SMIM14
PARVB_VAMP8,ALDH2_SDPR,C1orf162_CLDN5,GZMK_LINC00926
MPP1_SAT1,CD160_HOPX,ASGR1_GNG11,CLEC10A_IFITM3
MAP3K7CL_SRGN,CA2_CD79B,FCGRT_PTGDR,MPP1_ODC1
ARPC5L_GZMB,CCL3_CLDN5,ADAM28_NCF2,GZMB_TPM1
JAKMIP1_PRR5,ACRBP_ZAP70,LDLRAP1_LGALS3,GZMK_ITGA2B
PDIA3_TUBB1,CA2_MZB1,CD79B_SEPT5,IRF8_PTPRCAP
NCOA4_SPIB,CLU_TTC38,AQP3_PKIG,FGL2_LAT2
AIF1_NKG7,MPP1_PTGS1,AIF1_FCGR3A,MS4A1_TPM1
AC147651.3_IFI30,AC147651.3_TUBB1,CLIC3_PRSS23,GZMK_PTCRA
LGALS3_S100A12,C9orf142_MFSD1,MFSD1_TYMP,FCN1_PTGS1
FCGR3A_PTGS1,GZMH_LAMTOR1,CTSW_IFITM3,FCRLA_PNOC
GRN_PF4,GAS2L1_PLD4,MARCH2_PLD4,IFITM3_TALDO1
ACRBP_IL32,ACRBP_FCER1G,MAL_SEPT5,TALDO1_TNFRSF1B
GZMH_MZB1,LST1_SDPR,GAS2L1_GZMB,FCRLA_LTB
CST3_HINT1,PLBD1_TIGIT,ARPC5L_PTGS1,AP001189.4_GZMK
CD72_NPC2,CD19_S100A8,CEBPB_IGSF6,KLRB1_SDPR
CD9_S100A6,ADAM28_UBB,ARHGAP24_PTGS1,ODC1_PTPRCAP
FCGR2B_HLA-DQB1,KLRB1_PTCRA,CD72_S100A12,KLRB1_RP11-367G6.3
C1orf162_CCL4,FCGR3A_KLRG1,IFI30_TYROBP,AQP3_SNX29P2
HLA-DMA_PHACTR1,LTB_UBB,FCN1_GIMAP7,HLA-DOB_SMIM14
LINC00926_SRGN,GZMK_HOPX,MYL9_TIGIT,CST3_FCN1
NCOA4_PARVB,CLIC3_FCER1A,AQP3_LINC00926,GZMK_PKIG
CST3_HLA-DMB,ASGR1_LYAR,MPP1_SMCO4,GIMAP5_HLA-DRB1
DYNLL1_PTGS1,CCL3_TYMP,GIMAP5_LGALS1,GZMK_TREML1
IFI30_MAL,AQP3_FGL2,HLA-DQB1_TYROBP,FCGR3A_LGALS3
C5orf56_GZMH,APOBEC3G_SRGN,ARPC1B_EFHD2,FCRLA_NRGN
HLA-DPA1_TNFRSF1B,PLA2G12A_TPM1,IGFBP7_ODC1,CD79A_KLRB1
CD19_PRSS23,MYL9_PLA2G12A,IRF8_LAT2,HLA-DRB1_MARCH2
CLU_FCRLA,GZMA_PLA2G12A,CD1C_IRF8,GNG11_GZMK
CTSS_HLA-DPB1,PLA2G12A_RP11-367G6.3,KIAA0125_SEPT5,FCN1_S100A8
HVCN1_IFI30,C2orf88_PLA2G12A,LAMTOR1_TSC22D1,ARPC5L_GZMK
HLA-DMB_PLA2G12A,AQP3_HLA-DOB,CD2_TYROBP,KLRB1_KLRG1
CEBPB_HAVCR2,EAF2_FGL2,ENHO_FCN1,CST7_FCGR2B
CLEC10A_HLA-DQA1,ODC1_TTC38,SPON2_TYMP,FCRLA_PTGDR
LAMTOR1_TNFRSF1B,FCRL6_RGS18,FGL2_TYROBP,GIMAP7_SMCO4
ASGR1_GZMK,FOLR3_P2RX5,IL1B_NCOA4,HLA-DRB1_MAFB
ARHGAP24_TYMP,PHACTR1_TTC38,GZMK_MAL,HLA-DRB1_MAP3K7CL
CD72_HLA-DPA1,PLEKHF1_TNFRSF1B,GZMH_HOPX,FCRLA_GZMK
SMCO4_TPM4,GZMB_LYAR,GSN_NCOA4,CLEC10A_FCN1
BLVRA_C5orf56,HLA-DPA1_LGALS2,C5AR1_HLA-DQA1,GZMK_MYL9
CD2_PTGS1,NCOA4_PLBD1,MAL_XCL2,FCRLA_SPON2
ARPC5L_PLA2G12A,SAT1_TIGIT,CD79B_MAFB,PRF1_TTC38
CD9_SRGN,BLVRA_KIAA0125,CTSS_HOPX,GZMK_TMEM40
LGALS2_PLBD1,CD79B_S100A6,GPX1_LST1,CD19_GZMK
MZB1_NPC2,APOBEC3A_HLA-DQA1,BLNK_SDPR,AQP3_GIMAP7
S1PR5_SAT1,KIAA0125_PNOC,ARHGAP24_CDA,GZMK_TIGIT
AQP3_LINC00936,KLRC1_UBB,HIST1H2AC_XCL1,ARHGAP24_KLRB1
GZMB_ID2,PTGDR_S1PR5,PRR5_TYROBP,CD1C_FGL2
CCL3_SWAP70,C5orf56_CD247,BLNK_HLA-DPB1,JAKMIP1_TALDO1
CLEC10A_SMIM14,CLU_NCOA4,AQP3_S1PR5,GZMK_RGS18
CD79B_PKIG,LAMTOR1_PRF1,LITAF_XCL1,CLEC10A_PRR5
MMD_TNFSF13B,EAF2_TYROBP,GSTP1_HLA-DOB,BLVRA_HLA-DRB1
MAP3K7CL_SAT1,HLA-DQB1_PLD4,CEBPB_CTSS,CLEC1B_HLA-DRB1
CD79A_FPR1,NCF2_PRR5,GZMA_XCL1,ASGR1_FCRLA
HLA-DRB1_PLA2G12A,GPX1_GZMH,GRN_PRF1,GZMK_SPARC
CST3_MS4A1,GZMB_PLD4,CEBPB_LGALS3,F13A1_TUBB1
HLA-DMB_PF4,CD1C_SPIB,CEBPB_KLRC1,BLVRA_IFITM3
ARPC5L_C1orf162,F13A1_MAFB,ID2_MAFB,KLRB1_PTPRCAP
FCGR3A_UBB,P2RX5_TCL1A,HINT1_LAT2,HLA-DRB1_LAMTOR1
MPP1_SPIB,FCRLA_SAT1,GIMAP7_IL32,CST7_SNX29P2
C2orf88_S100A8,AKR1C3_TIGIT,CD2_CTSS,CA2_KLRB1
FERMT3_UBB,MFSD1_SPIB,CEBPB_IL1B,GSN_TPM1
MS4A6A_SMIM14,CA2_SDPR,GIMAP7_PLBD1,ADAM28_CST7
S100A8_TPM4,FCRLA_PLBD1,GPX1_NKG7,FGL2_GZMH
AC147651.3_IFITM3,COTL1_ENHO,GZMH_NCR3,ITGA2B_KLRB1
CMTM5_FCGR3A,CEBPB_MS4A1,CD19_MAFB,KLRB1_LINC00926
PARVB_SNCA,LST1_TNFRSF1B,GZMK_MYL9,GZMK_SMIM14
ARPC5L_PTPRCAP,KLRB1_MMD,KLRC1_MYL9,CD79A_PNOC
FCER1A_SDPR,CD37_MS4A6A,CCL5_FGFBP2,CTSW_KLRB1
CTSS_TALDO1,ARPC5L_PLA2G12A,S100A8_TSC22D1,BLVRA_FCN1
GPR56_MS4A1,HIST1H2AC_TNFSF13B,HLA-DMA_SRGN,FGFBP2_HINT1
SAMD3_TPM1,GIMAP7_KLRB1,FPR1_GP1BA,GZMH_PDIA3
CD79A_RAMP1,CCL4_NCR3,GPX1_MPP1,KLRB1_SNCA
CA2_CTSS,KLRB1_NCOA4,GYG1_S100A6,KLRB1_SPARC
ARHGAP24_KLRB1,AQP3_ENHO,HOPX_MAP3K7CL,AC147651.3_TUBB1
CD79A_PRF1,CLIC3_CTSW,CLDN5_HLA-DMB,CD247_PNOC
GYG1_PDIA3,HLA-DQA1_HLA-DQB1,MPP1_S100A8,AKR1C3_TPM1
FCER1G_TNFSF13B,S100A12_SAMD3,FCER1A_ITGA2B,KIAA0125_MS4A1
LGALS1_PDIA3,IGLL5_NRGN,MAFB_TYMP,HLA-DQB1_PRF1
LGALS3_NCOA4,PTPRCAP_SMCO4,CCL3_S100A11,MARCH2_PDIA3
CD19_GZMK,ADAM28_CTSW,FCGR3A_LGALS2,FGL2_LYAR
AP001189.4_CD72,SMCO4_SNX29P2,HLA-DRB1_SNX29P2,CCL4_KLRG1
BLNK_C9orf142,FCGR2B_HOPX,ARPC1B_ENHO,PNOC_SDPR
PNOC_TYROBP,AQP3_MPP1,CD72_LGALS1,FCRLA_NKG7
ITGA2B_SRGN,FCRLA_PLA2G12A,HLA-DMB_SMIM14,KLRB1_TMEM40
FGL2_TNFRSF1B,IGSF6_SNCA,CD79A_HLA-DRB1,CD1C_SNX29P2
ALDH2_LITAF,KIAA0125_TPM4,CYBA_FCN1,GP1BA_GZMK
PTGDR_S100A11,GYG1_RGS18,CCL3_TYMP,GZMB_KIAA0125
GZMB_KIAA0125,LDLRAP1_PHACTR1,HLA-DQA1_S100A6,GZMK_RP11-367G6.3
FCGRT_LGALS2,IRF8_SWAP70,HVCN1_LGALS2,CLU_TPM1
LAT2_NKG7,CLDN5_TUBB1,HIST1H2AC_LGALS2,GPX1_PTGS1
CD79A_CDA,CD79A_FCER1A,C9orf142_EAF2,GZMK_S1PR5
GSTP1_LGALS2,CD160_IGLL5,ARPC1B_H2AFY,LGALS3_TALDO1
CD19_RAMP1,BLVRA_CD37,RGS18_TMEM40,PNOC_S100A12
CDA_GZMA,CD37_TTC38,C1orf162_PLEKHF1,CST7_PLEKHF1
MS4A6A_TALDO1,CD72_IGLL5,CD79A_ENHO,BLVRA_SERPINF1
GYG1_ZAP70,CD2_SERPINF1,HIST1H2AC_RAMP1,NRGN_TPM1
COTL1_NCOA4,MS4A6A_PRF1,EAF2_NCR3,NCF2_SNX29P2
ITGA2B_TIGIT,ADAM28_HOPX,S100A6_ZAP70,CD72_PNOC
FCER1A_IGLL5,ARPC5L_PARVB,NKG7_PKIG,FCRLA_HLA-DOB
CST3_SDPR,FGL2_MS4A6A,ENHO_IFITM3,GZMA_GZMK
CCL3_MAFB,CD37_SNCA,ABI3_C9orf142,KLRB1_S1PR5
IL1B_NCF2,CCL3_HIST1H2AC,AKR1C3_HOPX,CMTM5_GZMK
LST1_NPC2,FGFBP2_SPON2,AKR1C3_PRR5,KLRB1_TREML1
C5AR1_RAMP1,HLA-DOB_RGS18,LDLRAP1_TIGIT,AQP3_HLA-DRB1
LDLRAP1_MS4A6A,SDPR_SRGN,IFI30_SMCO4,GZMK_TSC22D1
EAF2_FERMT3,HOPX_NCOA4,BLNK_SMCO4,GPX1_NCF2
FCGR3A_FGL2,IGSF6_KLRC1,APOBEC3A_PRR5,CST7_ZAP70
PF4_TMEM40,TTC38_UBB,AKR1C3_LGALS1,PNOC_TPM1
APOBEC3G_MS4A6A,GIMAP7_SERPINF1,AQP3_CCL5,CLDN5_TALDO1
PLA2G12A_TNFSF13B,CD160_P2RX5,F13A1_FGL2,KLRB1_PKIG
GAS2L1_LYAR,PTPRCAP_SMIM14,IFI30_PKIG,GIMAP7_HLA-DPB1
C5orf56_LINC00926,CST7_IL32,CCL3_PTGS1,GZMA_PNOC
CLU_S100A6,ARPC1B_PHACTR1,ALDH2_SMCO4,HLA-DRB1_NCF2
BLNK_LST1,CD79B_GIMAP7,IL32_JAKMIP1,HLA-DQA1_HLA-DRB1
PLA2G12A_TIGIT,CA2_CD1C,IL32_MPP1,AP001189.4_KLRB1
C5orf56_EFHD2,LDLRAP1_LGALS3,HVCN1_LINC00926,PNOC_PTPRCAP
C9orf142_CD1C,HLA-DPA1_SMIM14,CLEC10A_GZMB,CD2_CD9
PTGDR_S100A8,FCRLA_HLA-DPA1,GSTP1_LTB,HLA-DOB_LYAR
GZMA_MS4A1,LDLRAP1_SWAP70,ENHO_FCGR2B,GIMAP5_MMD
MZB1_PKIG,PLEKHF1_SDPR,KLRG1_SMIM14,FCER1A_ID2
CD2_NCF2,AC147651.3_CD72,HLA-DQB1_SAT1,C5AR1_IL1B
MYL9_SAT1,CLEC1B_GZMB,CD2_FCER1A,LTB_TTC38
CD79A_LAT2,FCER1G_IL32,BLNK_IL32,NCF2_PRR5
PTPRCAP_S100A6,F13A1_TTC38,ADAM28_MAP3K7CL,LGALS2_PLA2G12A
FERMT3_GYG1,AKR1C3_FCRLA,FGL2_JAKMIP1,GIMAP5_LDLRAP1
ID2_PTPRCAP,S100A12_SDPR,ABI3_ASGR1,CTSW_PRSS23
ARPC1B_GSN,CD72_GZMB,CLIC3_LAMTOR1,CST3_HLA-DPA1
AIF1_LGALS1,ACRBP_IRF8,MS4A6A_SNCA,CD79B_CTSW
SPARC_TIGIT,PLA2G12A_TIGIT,GIMAP7_PLEKHF1,CLU_GNG11
GSTP1_GZMB,GZMH_HOPX,CA2_S100A6,GIMAP5_HLA-DPA1
AP001189.4_FCRL6,NCOA4_PNOC,AIF1_GIMAP5,GZMA_LTB
HLA-DRB1_ID2,FERMT3_IL1B,APOBEC3A_F13A1,FCER1G_HLA-DPA1
CLEC1B_HLA-DRB1,ARPC5L_GIMAP5,IL32_PKIG,NCR3_ZAP70
PKIG_SAT1,HOPX_SMCO4,GZMB_PRSS23,GZMB_HIST1H2AC
CYBA_SAT1,FCER1G_GIMAP7,GP1BA_S100A6,LDLRAP1_PARVB
COTL1_PTGDR,GNLY_GYG1,LYAR_SNX29P2,CTSS_HLA-DPA1
LY6G6F_PF4,MMD_TIGIT,CLDN5_CLIC3,CD2_GP9
AC147651.3_CST3,CCL4_LGALS2,GZMB_MAP3K7CL,CD9_NCR3
CTSW_KLRG1,CD19_LDLRAP1,FGL2_LINC00936,CD2_DYNLL1
ALDH2_HLA-DMA,CD247_MAFB,C5orf56_LGALS3,CTSW_XCL2
LTB_PTGS1,PLA2G12A_PRR5,CD9_ZAP70,GNG11_MS4A1
HLA-DMA_VAMP8,CA2_CTSW,PLA2G12A_RAMP1,HLA-DMB_LDLRAP1
PARVB_TYROBP,KLRG1_NCOA4,ARPC5L_HIST1H2AC,NCR3_SERPINF1
C5orf56_S100A6,LYAR_SERPINF1,CD19_SMCO4,CD79B_ID2
CST3_LGALS2,AQP3_HLA-DPA1,LTB_SEPT5,LTB_P2RX5
BLNK_S100A8,GZMB_NCOA4,IL1B_PLBD1,CCL4_CD2
CST3_FCGR2B,PNOC_SERPINF1,GPX1_TCL1A,C9orf142_GPX1
TCL1A_TPM4,ENHO_TNFRSF1B,CCL3_TREML1,GNG11_HLA-DOB
FGL2_S100A12,CD2_PLD4,EFHD2_HLA-DPA1,ID2_LGALS3
CD72_PLBD1,IL1B_PLA2G12A,NPC2_SAT1,CLU_NCR3
CD79A_PLA2G12A,NCOA4_SNCA,MPP1_TTC38,ASGR1_P2RX5
CDA_NCF2,GIMAP7_KIAA0125,COTL1_LGALS3,GPX1_PTCRA
ALDH2_SMIM14,AQP3_TTC38,HLA-DMA_SMCO4,CD72_LTB
CD37_GIMAP7,HINT1_NRGN,CTSS_GZMA,NCR3_SEPT5
TCL1A_XCL1,CD79B_TYROBP,FCN1_SPARC,GZMB_MPP1
GIMAP7_HLA-DRB1,F13A1_SPIB,HVCN1_TREML1,AKR1C3_NCR3
ASGR1_SWAP70,CCL3_IRF8,C9orf142_TIGIT,AC147651.3_PLA2G12A
PNOC_SPARC,AQP3_CD72,CD9_KLRB1,ENHO_IFI30
ADAM28_CD9,LYAR_SPON2,PTPRCAP_TYMP,GNG11_GYG1
PLBD1_PTGS1,PLBD1_PTGS1,BLNK_LAMTOR1,LTB_PTPRCAP
CEBPB_MARCH2,CD1C_SNCA,C5AR1_P2RX5,ID2_MS4A6A
CLU_FCRL6,CD79A_SERPINF1,ASGR1_GSTP1,ID2_LINC00936
ARPC1B_TNFRSF1B,NRGN_S1PR5,CD37_EAF2,CD2_SEPT5
KLRC1_TTC38,ALDH2_GIMAP7,SPON2_TPM4,HLA-DOB_LY6G6F
GIMAP7_S100A8,MS4A1_MZB1,CYBA_DYNLL1,FCGR2B_IL1B
TPM1_TTC38,IL32_S100A11,LGALS3_SPON2,HLA-DOB_PLA2G12A
AKR1C3_HIST1H2AC,AQP3_LAMTOR1,APOBEC3G_BLVRA,HLA-DQB1_SNX29P2
IFI30_IFITM3,ACRBP_GIMAP7,AIF1_S100A11,GZMA_MS4A1
CD1C_NPC2,FGL2_SNCA,GPR56_JAKMIP1,NCOA4_PF4
CTSW_H2AFY,CTSS_F13A1,HLA-DPB1_TYMP,APOBEC3A_FCER1A
APOBEC3A_TMEM40,HLA-DPA1_MARCH2,PGRMC1_TPM4,GPR56_NCR3
CD19_FCGRT,CD1C_S100A11,MAL_TYMP,NCR3_XCL1
LGALS2_TALDO1,HAVCR2_IL1B,MZB1_S1PR5,ARPC1B_HLA-DPA1
DYNLL1_MS4A6A,PLD4_PPBP,C1orf162_EAF2,GNG11_JAKMIP1
CD247_HLA-DPB1,FOLR3_PLA2G12A,CD2_IGSF6,HLA-DPB1_LGALS2
SNCA_VAMP8,CD72_SNCA,LITAF_SPIB,GSN_NCR3
CLU_GZMH,APOBEC3G_MZB1,GYG1_HLA-DQA1,NCR3_PNOC
ARPC1B_ODC1,CCL3_F13A1,ARPC5L_LST1,ALDH2_ID2
CD247_FCN1,CLDN5_LAT2,FGFBP2_ZAP70,EFHD2_LAMTOR1
LYAR_NCF2,CLEC1B_UBB,CYBA_NPC2,NKG7_P2RX5
CD37_TALDO1,CTSW_TTC38,CD19_CLEC10A,FPR1_TYROBP
PDIA3_PTGDR,S100A8_TIGIT,CD160_XCL2,CCL3_DYNLL1
ID2_IL1B,GYG1_LITAF,IRF8_LGALS1,MS4A6A_TYROBP
CD79B_LGALS1,ALDH2_TPM4,GZMB_MYL9,HLA-DOB_SNX29P2
EAF2_NCF2,FPR1_HIST1H2AC,CLIC3_S100A11,S100A12_TPM1
CMTM5_FERMT3,IGFBP7_TIGIT,IRF8_SAT1,CLDN5_ZAP70
CYBA_HAVCR2,ACRBP_PNOC,FCGR2B_PTGDR,CD247_SDPR
LAT2_P2RX5,CD37_TYROBP,HLA-DOB_PHACTR1,LY6G6F_TCL1A
MMD_ZAP70,CLEC10A_TYMP,BLVRA_CA2,ENHO_HLA-DPB1
FCGR2B_PARVB,S100A12_SMCO4,CD160_FPR1,CD79A_HVCN1
COTL1_TSC22D1,CD72_GZMK,MFSD1_TYROBP,C5AR1_FCGR2B
AC147651.3_RP11-367G6.3,CD247_S100A12,FCN1_LINC00926,GYG1_SEPT5
IL1B_SMCO4,KLRG1_PLD4,CD247_IGLL5,LST1_TUBB1
AP001189.4_SAT1,C9orf142_SERPINF1,HLA-DMA_PLD4,ADAM28_PNOC
CTSS_GSTP1,HLA-DPB1_LAMTOR1,NRGN_S100A8,HVCN1_TPM4
F13A1_MAP3K7CL,LAT2_SPIB,LITAF_TSC22D1,CD79A_KLRG1
ACRBP_PF4,FPR1_TYMP,KIAA0125_XCL1,JAKMIP1_RAMP1
FCGRT_LITAF,AQP3_CA2,IFI30_LINC00926,LTB_ZAP70
CLDN5_MMD,ENHO_GZMH,IL1B_KLRB1,CA2_TREML1
TCL1A_TMEM40,PTGDR_TPM1,MS4A6A_SRGN,CD79A_HLA-DMB
PRR5_VAMP8,MYL9_PTGDR,CLIC3_FCRLA,KLRG1_TCL1A
IFI30_SAT1,GZMA_PTGDR,IFI30_PNOC,SAMD3_SEPT5
S100A11_SMCO4,PTGDR_RP11-367G6.3,FGL2_PPBP,F13A1_XCL1
AP001189.4_SRGN,C2orf88_PTGDR,ARPC5L_C5orf56,LGALS3_LINC00936
CST7_MS4A6A,GAS2L1_SAT1,APOBEC3G_LYAR,ENHO_TUBB1
CD79B_NKG7,MPP1_TPM4,C1orf162_FCRLA,CA2_S100A12
GZMK_TSC22D1,CA2_SERPINF1,IFI30_PTPRCAP,ENHO_PHACTR1
CMTM5_XCL2,HOPX_PTGS1,C1orf162_MMD,GP9_PTGDR
GZMA_TMEM40,CTSW_PTGDR,FCRLA_TCL1A,ENHO_TPM4
C2orf88_LY6G6F,GSN_TIGIT,HLA-DMA_LDLRAP1,MARCH2_PLA2G12A
