GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
CD72_CHST12,CD79A_RPS23,AIF1_RPL9,GRN_SH2D2A
HLA-DPB1_RPS6,ARPC5L_RPS12,HLA-DMB_MARCH1,CD40_RPL5
HVCN1_RPL32,FCGRT_RPS3A,GSTP1_SERPINA1,CD8A_TALDO1
CD40_HCST,RPS27A_S100A4,GZMA_HLA-DPA1,GZMA_RPL18A
CCL5_CD68,RPL32_TYMP,MATK_SAT1,CD68_TPT1
ARPC5L_FCER2,RPL13_RPS4X,LDHB_RPS11,GRN_LTB
C12orf75_RPL9,C12orf75_HLA-DOB,CD79A_MARCH1,CFD_HLA-A
CD2_RPS3A,PYCARD_RPS12,FCER2_LCK,HOPX_TALDO1
MALAT1_SH2D1A,HLA-E_RPL32,ARPC5L_RPS5,MYL12A_RPL36
LGALS3_RPLP2,CST7_RPL10A,LYZ_P2RX5,NCR3_RPL14
CFP_GPX1,IL7R_RPL31,MALAT1_MS4A1,LYAR_RPS10
LGALS2_RPL14,RPS10_S100A8,CD40_VPREB3,MS4A6A_RPS3
CST3_RPS12,RPL27A_TYMP,GRN_GZMK,CXCR4_IL7R
CTSS_PRF1,SMIM14_TKT,LGALS2_NOSIP,P2RX5_TALDO1
ARPC5L_SMIM14,CST7_RPL27A,KIAA0125_TPT1,RPL23A_RPS5
LGALS2_RPL35A,CCL5_FCN1,GZMA_PFN1,BLVRB_SPI1
KLRG1_LGALS2,CD8A_RPS25,HLA-DOB_RPL11,NOSIP_RPL11
P2RX5_RPS28,CST3_LCK,GABARAP_SH2D2A,LGALS3_RPL13
CCL5_SERPINA1,DUSP2_RPS25,CDA_LTB,OAZ1_RPS4X
LTB_RPLP2,PNOC_S100A6,LINC00926_NEAT1,BLVRB_HLA-DPA1
HLA-DMB_SH2D2A,GSTP1_PSAP,KIAA0125_SAT1,FCER1G_TSPO
GSTP1_HLA-DRA,FCN1_LGALS3,RPL18A_RPS20,FCER1G_SMIM14
HLA-DPB1_RPS28,FCRLA_LGALS3,LDHB_SMIM14,CXCR4_RPL31
ARPC5L_RPL10A,BLVRB_RPS20,CD37_HLA-DQA1,LDHB_TSPO
MS4A6A_OAZ1,NPM1_RPS3,KIAA0125_NCF2,HLA-DPB1_LST1
CYBA_HLA-DRA,APMAP_RPL3,CD99_TKT,SPIB_TSPO
LYZ_RPL11,CD2_SMIM14,FGFBP2_S100A9,FCER2_PFN1
DUSP2_GZMH,MATK_RPL31,HLA-DQA2_SAT1,IL32_RPS29
CCR7_RPL5,RPL36_TYROBP,CD79A_ISG20,PPAPDC1B_TSPO
CD72_LGALS3,KLRG1_PYCARD,GZMA_PYCARD,RPL10_TSPO
BLVRB_SNX2,APMAP_IRF8,FGFBP2_HLA-C,MARCH1_RPS5
CFP_OAZ1,BANK1_DUSP2,FGFBP2_LYAR,RPL13A_SMIM14
CCR7_S100A9,CD99_RPS11,LY86_RPL30,AP1S2_LST1
CCR7_FCGRT,CD2_TCL1A,HLA-DQA1_RPS27A,CD40_RPS10
PTPRCAP_RPL11,AIF1_HLA-DQB1,HLA-DRB5_RPS3,HLA-B_NEAT1
CTSW_RPS12,GNG7_MALAT1,BLK_MS4A6A,PFN1_RPS3A
HCST_RPLP0,KLRG1_TPT1,ISG20_RPL14,CD3E_HLA-DQB1
RPL35A_RPS27,CTSS_TMEM66,BANK1_HLA-DPA1,CD14_CHST12
CD247_HLA-E,CST7_FCER2,FCRLA_SPIB,CD79A_GRN
OAZ1_SPIB,CD79A_S100A8,DUSP2_RPL3,EAF2_PSAP
GZMM_RPL27A,LY86_S100A6,CD40_GZMM,CD37_RPS28
LAG3_RPL3,CDA_HLA-C,CST3_PNOC,FCN1_NEAT1
CD79B_NPC2,CFD_RPL10,B2M_LDHB,BLVRB_GZMH
RPL32_SMIM14,HLA-DQA1_MATK,FCGRT_NKG7,COTL1_SNX2
MARCH1_TYMP,RPS12_SERPINA1,CD99_PDLIM1,BRI3_HLA-DQB1
PYCARD_RPS3,MS4A1_PPAPDC1B,APMAP_CHST12,FCN1_RPS5
AP1S2_RPL27A,COTL1_PRF1,CTSW_S100A4,CHST12_RPL11
EEF1A1_HLA-DQB1,FCRL6_HLA-DMA,IRF8_RARRES3,RPL3_RPS27
HLA-B_MATK,GSTP1_LGALS2,GABARAP_RPS4X,GABARAP_RPLP0
BRI3_PSAP,GPX1_RAC1,CFP_HLA-DPA1,PKIG_SMIM14
RPSA_TIGIT,AC092580.4_TMEM66,CDA_RPL27A,HLA-B_TSPO
CD14_RPL11,LINC00926_OAZ1,CST3_GNG7,CEBPD_TIGIT
BLK_PSAP,CD14_CFP,CCR7_PYCARD,GZMK_LYZ
CD2_PFN1,MALAT1_TSPO,NPM1_RPL27A,HLA-A_RPL11
CD74_S100A11,GPX1_RPS11,CTSW_HLA-DPA1,FCN1_PFN1
FCRLA_RPL27A,CHST12_HLA-A,FGFBP2_RPL11,PFN1_PKIG
HLA-DOB_NCR3,IL7R_RPS27,IRF8_SAT1,AP1S2_RPS23
APMAP_TMEM66,NKG7_RPLP0,HLA-DMB_HLA-E,CFD_HLA-B
CYB561A3_SERPINA1,HLA-DPA1_NPM1,NEAT1_RPL31,CD14_PTPRCAP
PRF1_RPL21,LGALS2_RPL13A,RPL31_TYMP,AP1S2_LGALS1
NOSIP_RPL5,HLA-DPA1_RPL9,NOSIP_RPL10,HLA-C_RPL14
BLVRB_CYBA,AP1S2_RPL27A,CD8B_TKT,BLVRB_RAC1
MATK_NPC2,MATK_TKT,CYB561A3_FCRLA,GPX1_KIAA0125
APOBEC3G_CCL4,PNOC_TYROBP,CD72_RPL14,FCN1_RPL36
B2M_OAZ1,HLA-E_RPL31,GZMA_HLA-DRA,BANK1_RPS28
CCR7_TPT1,HOPX_RPS25,FTH1_RPL36,MARCH1_RPL3
CD37_RPL35A,APMAP_S100A6,C12orf75_RPL9,CHST12_RPL27A
APMAP_TIGIT,CD37_GZMK,CEBPD_CTSW,BLVRB_RPS10
MATK_RPS20,RPL21_RPS14,FCRL6_RPL23A,RPL10_RPL21
FCRLA_HLA-DMA,C12orf75_RPS6,CEBPD_RPS28,CD79B_CHST12
CCL4_RPL5,CDA_GRN,RPL18A_RPL31,BANK1_CD99
HLA-DMB_RPS14,IRF8_OAZ1,FTL_TALDO1,CDA_HLA-B
GZMA_TPT1,HOPX_SMIM14,CTSW_RPL13A,CTSS_RPS20
GRN_RPS3,FCER2_FCGRT,LDHB_PTPRCAP,PFN1_RPL32
CFD_HLA-DQA2,CCL4_GZMM,BANK1_CST3,FCN1_PPAPDC1B
FCN1_RPL10A,RPS3_TALDO1,PPAPDC1B_S100A8,CD79A_RPL10
CCL4_NEAT1,CCL4_SH2D1A,COTL1_TMEM66,HLA-B_RPL13
RARRES3_RPL10,RPS12_S100A4,NKG7_RPL13,GABARAP_RPL21
CDA_MALAT1,CDA_RPS15A,CTSW_MS4A6A,HLA-DOB_RPL32
AIF1_CD72,CD72_GRN,CD79A_LYZ,CD68_RPS27
FTL_RPS27,CCR7_KLRG1,CD74_HOPX,DUSP2_KLRG1
BLVRB_RPL10A,LYZ_RPL11,KLRG1_RPL18A,LYAR_SPI1
PPAPDC1B_RPS28,CD37_GRN,FTH1_MS4A6A,RPS11_SAMD3
EEF1A1_HLA-DRB1,HLA-DRA_RPS14,CCL5_CD40,AP1S2_MS4A1
ISG20_RPL36,RPLP0_RPS27A,APMAP_RPL30,CD3D_RPL35A
LAG3_LGALS2,GNG7_NPM1,GZMK_HLA-C,RPL10A_RPS27A
CST7_FCN1,AP1S2_SAT1,CD79A_LGALS2,MARCH1_RPS12
HVCN1_MATK,RARRES3_SAT1,FCER2_RPS23,CDA_TKT
CCL5_RPS27A,GSTP1_KLRG1,MARCH1_RPL32,RPL11_SH2D2A
CFD_CYBA,RPL31_S100A4,COTL1_TYROBP,GSTP1_GZMA
PKIG_S100A9,RPS28_S100A4,CD79A_RPL10A,MS4A1_RPS25
CTSW_TMEM66,RPS11_TYMP,AP1S2_S100A6,MARCH1_TIGIT
BLVRB_RPL23A,IL7R_PYCARD,CCL4_LYZ,HLA-B_LCK
FCGRT_RPS6,HLA-DQA2_RPL11,CCR7_LGALS1,CD3D_RPL10
FGFBP2_NCF2,FCGRT_RPS6,CD3E_GPX1,PSAP_RPS15A
CCL4_MS4A6A,MARCH1_RPL14,HLA-DQA2_ISG20,IL7R_S100A6
RPS11_SH2D1A,RPS3A_S100A6,CD8A_CEBPD,BLK_RPS15A
GZMA_PRF1,FCGRT_RPL5,AP1S2_OAZ1,CST7_RPS3A
CFD_HLA-DPA1,CD72_RPS18,HLA-A_OAZ1,DUSP2_TCL1A
RARRES3_RPSA,BLVRB_HLA-DPA1,RPL31_RPS6,HOPX_RPS4X
PNOC_VPREB3,CFD_HLA-A,SH2D1A_VPREB3,RARRES3_RPSA
HLA-DQA1_S100A4,ARPC5L_RPL30,PKIG_RPSA,HLA-DRB5_RPS14
B2M_CD8A,EEF1A1_LGALS2,PTPRCAP_RPS18,CD3D_HLA-DPB1
NOSIP_RPL31,GABARAP_HLA-C,BANK1_RPS25,PNOC_RPS15A
APMAP_PYCARD,RPS6_SH2D2A,CTSW_RPL13,LYAR_RPL10
CD2_RAC1,FCGRT_RPL31,NPC2_RPS18,PPAPDC1B_SAT1
CTSS_HLA-DPA1,FCGRT_IL32,CD74_RPS18,FCER1G_SPI1
BANK1_CD68,GABARAP_S100A9,RPS27_RPSA,FCRLA_RPS25
NCF2_RPL23A,ARPC5L_RPS5,GNG7_RPS27A,LGALS2_NKG7
HLA-C_RPS20,ARPC5L_MALAT1,APMAP_HLA-A,CDA_HLA-DQA2
CYB561A3_RPL11,FCRLA_RPS11,GRN_RPL10,LGALS3_RPS25
CD14_RPS28,RPS3A_TKT,LGALS1_NKG7,CDA_CXCR4
RPL5_RPS3A,RAC1_S100A4,IL32_RPS12,FCER1G_RPS25
CD68_S100A6,P2RX5_RAC1,LINC00926_RPL9,ARPC5L_MALAT1
LY86_TSPO,LGALS3_NOSIP,CFD_RPS11,HLA-DRB5_SAT1
HCST_RPL5,PNOC_RPL35A,GZMM_RPS27A,IL32_RPL36
CD72_GZMK,EEF1A1_NEAT1,RPS10_RPS23,MS4A6A_SH2D1A
CDA_HLA-A,KIAA0125_NOSIP,LY86_TMEM66,APOBEC3G_FCER1G
FTL_IRF8,CFP_PPAPDC1B,SAT1_TKT,MS4A6A_S100A6
MATK_RPS10,CST3_SAT1,HCST_PRF1,PYCARD_RPS27
CCR7_RPS18,COTL1_GPX1,CD247_HLA-DOB,ARPC5L_HLA-DQA2
HLA-DQA1_MALAT1,CD99_PTPRCAP,CTSS_LGALS2,RPS20_RPS27
EEF1A1_GPX1,AIF1_TYMP,APOBEC3G_RPS28,HLA-DQA1_RPSA
CTSW_P2RX5,ISG20_RPL5,CD79A_RPL30,CST7_RPL10
FTL_NKG7,CYB561A3_NPC2,BLK_RAC1,NEAT1_RAC1
GZMK_PPAPDC1B,LINC00926_SPI1,CTSS_S100A8,RAC1_RPL13A
MARCH1_RPL27A,KIAA0125_RARRES3,LTB_PYCARD,CXCR4_RPL35A
HCST_RPS13,CCL4_HLA-A,RPL23A_RPL31,OAZ1_RPL36
CD99_SH2D1A,NEAT1_SNX2,IL32_RPS10,RPS27_TCL1A
CD8A_HLA-DRB1,RPL10A_RPS25,FGFBP2_SAT1,RPS11_S100A4
CYBA_LGALS1,CTSS_SAT1,RPS10_TALDO1,CHST12_HLA-DPB1
PPAPDC1B_RPL31,LTB_TALDO1,RPL14_TSPAN13,CCR7_GRN
CDA_RPL35A,LST1_TSPO,FCER1G_RAC1,CTSW_TSPO
BRI3_HLA-DPA1,BANK1_RPS12,LY86_RARRES3,CEBPD_HLA-DRB1
BANK1_GRN,PPAPDC1B_RPL10A,CD247_DUSP2,HLA-B_S100A9
DUSP2_RPL32,SH2D1A_TPT1,LTB_PSAP,CEBPD_GZMH
EEF1A1_PDLIM1,GZMH_RPS6,PTPRCAP_RPL31,PYCARD_RPS5
CD247_SAT1,HLA-DMA_RPL14,HLA-DQA1_RPS29,BLVRB_CHST12
BRI3_CD74,CD247_LYAR,AP1S2_EEF1A1,LYAR_RPS3A
GNG7_SPI1,HLA-E_MALAT1,IL32_PFN1,CD8A_RPS6
CD14_HLA-DRB5,BANK1_CD68,AP1S2_GSTP1,AP1S2_EAF2
CD8A_HLA-DRA,CD8B_RPSA,ARPC5L_HCST,RPL36_TYROBP
KLRG1_NEAT1,ARPC5L_LGALS3,FCER1G_RPL11,HLA-DRB1_RPL11
LGALS2_RPL30,CHST12_KIAA0125,LINC00926_RPL14,HVCN1_S100A8
HCST_TALDO1,LDHB_RPL11,CFP_SH2D2A,CYB561A3_RPSA
NEAT1_PPAPDC1B,CFP_NCF2,FCRLA_RPL18A,HLA-DRB5_RPS15A
LDHB_MS4A6A,LINC00926_RPS6,HLA-DPA1_LGALS3,CD37_SMIM14
AC092580.4_TMEM66,CTSW_S100A8,MARCH1_NCF2,CD68_RPS23
IL7R_RPL32,CST7_RPLP2,BRI3_RPL32,CCL4_RPL10
RPL23A_SMIM14,APOBEC3G_SAT1,PFN1_RPS14,HLA-E_RPL36
BLK_RPS29,SPI1_TSPO,GABARAP_S100A6,LYAR_NEAT1
HVCN1_RPS27A,KIAA0125_RPS12,RPS15A_TCL1A,RPS3A_S100A8
LDHB_S100A6,AIF1_RPL14,HLA-C_HLA-DQA2,SH2D1A_SPI1
BRI3_PFN1,PFN1_SAT1,GZMH_RPL31,RPL14_RPS23
CEBPD_MATK,BLK_HLA-DOB,HLA-A_ISG20,RPS3_TSPO
DUSP2_TALDO1,HLA-DPB1_RPL18A,EEF1A1_NCF2,ISG20_LYAR
AIF1_SAMD3,CCL5_RPL27A,BLK_CD3D,CD40_RPL36
BLK_HLA-DRB5,RPL36_VPREB3,CD99_SNX2,CD37_FCGRT
B2M_GZMM,CCR7_TPT1,CFP_LTB,KLRG1_RPS11
CHST12_RPL32,SH2D1A_TMEM66,CD74_CD8A,CST7_RPL36
GPX1_RPS20,GZMA_RPS14,C12orf75_EAF2,CD3E_RPL14
APOBEC3G_LGALS3,BRI3_CD14,CD247_HLA-A,CYBA_KIAA0125
RPL31_TKT,NCR3_PKIG,HCST_PKIG,HVCN1_IL7R
FCN1_HLA-DRB5,KIAA0125_RPS18,MALAT1_TKT,CD14_RPS6
HLA-E_MALAT1,APOBEC3G_TSPAN13,CFP_RPS25,KIAA0125_RPS27A
CD79A_RPS18,RPL3_TYMP,KIAA0125_RPS27,IL7R_PTPRCAP
RARRES3_RPS29,LYAR_RPS6,LCK_RPS23,CD37_CD74
CTSW_GSTP1,HLA-DRB1_RPL13,CD99_TIGIT,GZMA_MS4A6A
LGALS3_NKG7,LGALS3_PDLIM1,BLK_NEAT1,CD40_RPL13
MALAT1_SAT1,HLA-DQB1_S100A6,APOBEC3G_RPL3,CXCR4_RPL14
NPC2_RPLP2,IRF8_S100A9,RPS13_RPS3A,RPS28_SH2D2A
HLA-DOB_HVCN1,ARPC5L_PYCARD,RAC1_RPL23A,HLA-B_LGALS1
HLA-DQB1_NPM1,RARRES3_RPL3,BRI3_CTSS,BRI3_RPL36
RPL13_S100A8,HLA-B_P2RX5,GPX1_RPS3,CD37_NEAT1
NCF2_PFN1,CCR7_KIAA0125,PPAPDC1B_SH2D1A,RPL36_SAMD3
CD79A_MS4A6A,GNG7_PKIG,IL32_MS4A1,AIF1_RPS23
APMAP_FCER2,CD68_RPL11,CHST12_RPL27A,CD74_LYZ
PRF1_TSPO,CD8A_HCST,FCER2_S100A9,APOBEC3G_LCK
CEBPD_MALAT1,LTB_RPL10A,GNG7_HLA-DPB1,RPL9_SH2D2A
CD99_CTSS,LCK_SPI1,PYCARD_RPS27A,RPL13A_RPSA
RPS27A_SMIM14,DUSP2_LAG3,PPAPDC1B_S100A4,CD68_HLA-DRB1
CD68_GZMA,RPL10A_RPS14,HLA-DMA_RPL3,HLA-DQA1_RPS28
MATK_RPS11,CYB561A3_HLA-DMB,EAF2_IL7R,FCRLA_RPS15A
NOSIP_NPM1,GZMH_RPL18A,GABARAP_PFN1,MYL12A_RPL5
LINC00926_RPS3A,APOBEC3G_GZMM,NEAT1_RPS20,HLA-DQA2_RPL32
CD2_RPS27A,NEAT1_PTPRCAP,NOSIP_RPS4X,LYAR_RPS27
LYAR_NEAT1,FCER1G_RPS11,HLA-B_RPLP0,CEBPD_LYAR
CDA_RPS14,HLA-DMB_RPL10A,HLA-C_MS4A6A,MS4A6A_RPL10
MS4A1_RPL10,NCF2_RPL10,B2M_BANK1,HLA-DRB1_RPL32
CDA_HLA-C,CCR7_CD99,FCN1_FTL,PNOC_RPS23
BRI3_RPLP0,RPS18_TMEM66,COTL1_TSPAN13,CCL5_RPL3
MARCH1_RPS11,S100A4_TKT,CD79B_S100A6,CD40_RPS27
CD37_RAC1,HCST_SAT1,GZMA_RPL13,LYAR_RPL3
CD72_SPI1,ARPC5L_RPS27A,GZMA_TSPO,CFP_RPS23
LGALS3_RPS18,RPLP2_S100A4,AP1S2_RPL21,PSAP_RPS4X
HLA-DPA1_RAC1,CCL4_RPS12,HLA-DQA2_RPS27A,EAF2_RPL9
FGFBP2_RPL3,RPL27A_TKT,PRF1_RPS15A,CTSS_P2RX5
CST3_MARCH1,HLA-DOB_RPL32,HLA-DRB1_OAZ1,BLVRB_RPS27
IRF8_TSPO,PNOC_PPAPDC1B,DUSP2_RPLP2,HLA-DQB1_RPS27
HLA-DMB_TPT1,BLVRB_TYMP,CCR7_RPS13,ISG20_KIAA0125
PYCARD_SNX2,HLA-DQA2_RPL21,CD72_LYZ,RPL18A_SAT1
LAG3_RPS28,HLA-DQA1_RPS5,CD99_LGALS2,EAF2_TYMP
NKG7_RPL23A,IL7R_LST1,APMAP_RPS28,FCER1G_RPS11
CFP_NEAT1,FCER1G_HLA-DQB1,ARPC5L_IRF8,NEAT1_RPLP2
NPC2_RPS15A,MS4A6A_VPREB3,C12orf75_RPS15A,CD37_CD68
PDLIM1_RPS25,CD37_RPS15A,B2M_GSTP1,KIAA0125_SMIM14
NOSIP_RPS27A,CD79A_S100A6,ARPC5L_RAC1,FCN1_HLA-DRB1
CD8B_CEBPD,LAG3_PRF1,GRN_RARRES3,PYCARD_RPS3A
HLA-DOB_RPL13A,CD74_SPIB,OAZ1_RPSA,CD37_TPT1
BANK1_MARCH1,RAC1_RPL18A,NKG7_TYROBP,HLA-C_RPS28
EEF1A1_HLA-DQA2,RPL13A_SNX2,AP1S2_LGALS2,AP1S2_NCF2
RPS27_S100A9,CDA_CYBA,HLA-DQB1_TPT1,APOBEC3G_B2M
COTL1_RPL35A,KIAA0125_OAZ1,CD74_NPC2,RPS18_S100A6
CD2_HVCN1,APOBEC3G_CCL5,IL7R_RPS6,CD247_RPS10
CST7_RPS12,AIF1_SH2D1A,NEAT1_RARRES3,BRI3_RPL27A
CST7_SH2D1A,BLVRB_LGALS2,BLVRB_HLA-DRA,CTSS_EEF1A1
BLVRB_COTL1,IL32_PDLIM1,AP1S2_NPM1,HLA-E_PFN1
BANK1_NPC2,AC092580.4_RPL13,RPL3_SMIM14,FCN1_MATK
CD40_HLA-DRB5,CD99_CFP,RPLP0_S100A9,AP1S2_FCRL6
CHST12_LGALS3,ARPC5L_RPS15A,CD79B_NCF2,CEBPD_NPC2
ISG20_RPL14,CD3E_SAT1,NEAT1_RPL14,LY86_RPL3
FCN1_FCRL6,CCR7_RPS15A,CD99_NCF2,BRI3_SMIM14
LDHB_RPL21,CFP_LTB,HLA-DQA1_RPS4X,CD247_NPC2
GZMA_HLA-C,BANK1_RPLP0,RAC1_RPS11,HOPX_RPS28
CD40_CD99,GRN_SAT1,HCST_KIAA0125,RPS25_SMIM14
HLA-DMB_RPS4X,CD2_HLA-C,PYCARD_RPL35A,SPI1_SPIB
C12orf75_P2RX5,RPS14_S100A11,HLA-DQA1_RPL32,GSTP1_TCL1A
FCER2_RPL11,CTSS_RPS11,EAF2_HVCN1,CXCR4_LDHB
GZMA_PYCARD,GABARAP_RPL5,GABARAP_HLA-DPA1,ARPC5L_S100A11
HCST_HLA-DRB1,HLA-DRA_HVCN1,AIF1_SAT1,BANK1_RPL27A
GABARAP_RPS12,IL7R_RPS3,MS4A1_RPL10,NOSIP_RAC1
RPL32_RPS3A,AC092580.4_PTPRCAP,RPL9_RPS3,CD79B_FTL
RPS28_S100A9,HLA-DQA1_RPS27,CD3E_HLA-DPA1,RPS14_SMIM14
HLA-DRB5_RPS11,CXCR4_HLA-DPA1,PYCARD_RPL36,GSTP1_KIAA0125
LDHB_RPL18A,GPX1_RPS25,CD74_RPLP2,DUSP2_HLA-DQB1
FCRLA_LGALS2,BRI3_TKT,APMAP_RPS15A,PNOC_RPS13
CD74_LST1,NCR3_RPL36,COTL1_RPL11,CD14_PYCARD
AP1S2_LST1,AP1S2_GRN,GZMA_LY86,GSTP1_HLA-E
CD3E_CYB561A3,CCL4_RPS5,MS4A6A_SPIB,HLA-DPA1_RPS5
RARRES3_RPS20,LTB_PRF1,BRI3_RARRES3,LCK_RPS10
CD3D_HLA-E,C12orf75_SERPINA1,RPL10A_RPS3A,NPC2_RPL14
CDA_CTSS,RPL18A_S100A8,IL32_SH2D2A,HLA-DPB1_RPL30
CYB561A3_IRF8,CD8B_RPL35A,FTL_GNG7,CD3E_HLA-A
GABARAP_HLA-DQA2,HVCN1_RPSA,CCL5_IL32,PYCARD_RPL30
HLA-DRB1_TPT1,CD2_RPL13,B2M_BLVRB,NCF2_NKG7
BLK_TMEM66,FGFBP2_TYMP,RPL32_RPLP0,FCGRT_PYCARD
FGFBP2_LDHB,APOBEC3G_RPL10,FCGRT_LYZ,IL7R_MARCH1
DUSP2_HLA-C,GSTP1_S100A4,CD68_RPL3,NCR3_NPM1
FCER2_SPI1,RPL23A_TMEM66,CD8B_RPS5,PKIG_RPS25
PSAP_RPL18A,HLA-DMA_PSAP,GPX1_KIAA0125,PNOC_RPS28
CD3E_SNX2,CEBPD_HLA-E,RPL11_RPL3,MS4A1_RPL32
APOBEC3G_RPS4X,PSAP_RPL3,RPS20_RPS25,RPL32_RPS29
CDA_CYB561A3,COTL1_ISG20,CCL4_NPC2,RPS15A_TSPO
CCR7_TYMP,EEF1A1_ISG20,SMIM14_TPT1,RPS11_TIGIT
BRI3_LGALS3,COTL1_VPREB3,CD3E_HLA-DQA1,CCL4_HLA-A
MATK_RPL31,RPL10_TYROBP,GABARAP_TYMP,HLA-B_HLA-DPB1
CYB561A3_HCST,GZMA_RPSA,BLVRB_RPL32,CYB561A3_FTH1
HLA-DRB5_RPS20,CD99_S100A9,CD79A_RPLP2,AP1S2_RPL3
APMAP_SAMD3,HLA-DQA2_NKG7,PTPRCAP_RPSA,MATK_RPS3A
HLA-DRB1_RPL23A,GRN_HLA-E,CD3E_GZMH,GPX1_HOPX
NCF2_PSAP,PKIG_SH2D1A,CD40_PNOC,CD8A_RPS18
CD8B_HLA-DRA,HLA-DRB1_LDHB,RPS4X_S100A9,RPL21_SERPINA1
BANK1_RPS5,CXCR4_LAG3,CFD_RPS13,GSTP1_RPS6
AC092580.4_CDA,BLVRB_CD79A,HLA-DRA_LGALS3,RPS15A_SPIB
LYZ_RPL18A,NKG7_RPL13A,FCRLA_GSTP1,BLVRB_FCN1
CD247_FCER1G,CYBA_PKIG,LGALS1_RPS14,CD68_S100A11
FCN1_LGALS1,CCL5_GPX1,HLA-DMA_RPL36,RPL9_SPIB
LCK_RPL35A,PSAP_RPS18,GRN_HLA-DPB1,HLA-DPB1_RPL32
CTSW_RPL9,CD79A_HLA-DQA2,MALAT1_RPL10A,AIF1_MS4A6A
FTL_S100A9,FCRLA_GNG7,FTL_TSPO,GPX1_RPL27A
CD68_GZMM,PPAPDC1B_VPREB3,RPL9_TCL1A,HLA-DPB1_LTB
APMAP_BANK1,BANK1_RPL10,CST7_RPS3A,CFD_RPS28
CD3D_TKT,LYZ_MATK,CD79B_FCER1G,BANK1_CD14
GNG7_RPS23,LTB_PYCARD,IL32_RPL13A,PPAPDC1B_S100A9
GRN_RPS27A,GPX1_RPL13A,RPLP2_SNX2,LDHB_NPC2
FCER1G_S100A8,LCK_NKG7,KLRG1_RPS23,RPL31_SMIM14
P2RX5_RPS15A,RPS20_TSPO,HLA-DPA1_RPS27,HLA-DPB1_HVCN1
LDHB_RPL13,FGFBP2_RPL18A,IL32_LAG3,CD8A_RPS3
AP1S2_GZMM,HVCN1_TYROBP,HLA-DMA_RARRES3,MATK_NCF2
HLA-E_RPL18A,DUSP2_HLA-DPB1,FGFBP2_RPL30,BLVRB_SMIM14
RARRES3_RPS3A,AC092580.4_SAT1,RPS3_S100A6,HLA-DQB1_RPL11
KIAA0125_RPS20,FCGRT_S100A4,CTSW_RPL18A,MS4A1_TALDO1
RPS20_SMIM14,CST7_FCGRT,RPL18A_TCL1A,PNOC_RPL9
AIF1_LYZ,GNG7_PFN1,FTH1_NPM1,CD8B_RPS3
CEBPD_CTSW,RPL31_TPT1,RPL18A_RPLP2,HOPX_RPS3
CCL4_CD14,COTL1_RPL32,HLA-DMA_LDHB,KLRG1_SNX2
NPC2_RPL13A,RPL36_RPS29,KIAA0125_SERPINA1,BLVRB_RPL11
CD79A_RPL14,CD79B_IL32,NCF2_RARRES3,CXCR4_TALDO1
CD79B_RPL14,LGALS3_RPS5,CD37_RPL18A,RPL31_SPIB
MARCH1_RPS18,CCL4_RPS15A,AIF1_RPL11,CD14_GZMH
LY86_TALDO1,RPS23_TSPO,IRF8_RPL27A,GNG7_TALDO1
HLA-DPB1_VPREB3,B2M_CD40,RAC1_TYMP,CD40_TIGIT
OAZ1_RPS15A,RARRES3_RPL32,PDLIM1_RPS5,MYL12A_RPL31
HLA-DPA1_RPS5,CD79A_RPS5,CD40_SAMD3,CD3E_HLA-DMB
CYBA_HLA-DPA1,RPS27A_TIGIT,CD79B_CST3,NPC2_RPL10A
CD2_HLA-DQA1,RPL3_SPI1,PDLIM1_RPL35A,MS4A6A_TSPAN13
GZMA_P2RX5,RPL27A_SH2D2A,CD8A_RPS12,CYB561A3_HLA-DPA1
CD14_RPS18,CD37_MS4A1,GNG7_PYCARD,CD8A_PYCARD
CFP_RPL10,NOSIP_RPS3A,CD37_NCR3,MYL12A_RPS6
GZMM_RPL10,EAF2_RPS10,PPAPDC1B_TIGIT,RPS4X_TALDO1
GRN_HLA-C,PSAP_RPS25,HLA-E_RPS18,NCF2_RPS10
APMAP_RPS11,CD247_FCER1G,RAC1_RPL35A,RPS3_TALDO1
IL7R_RPL5,GRN_SH2D2A,NKG7_SAT1,LTB_PYCARD
CCL5_RPS27,CD79B_RPL10A,HLA-E_LST1,ARPC5L_HLA-DQB1
CD99_NPC2,CD8B_FTL,LTB_RPL27A,CD79A_RPS25
LCK_OAZ1,RPS20_S100A4,LGALS3_PNOC,NPC2_TKT
CST7_TYMP,CD247_RPS14,CTSW_HCST,HLA-DRA_NPC2
GNG7_RPL10,CD3E_S100A11,APMAP_S100A8,FCGRT_LY86
CDA_IRF8,KIAA0125_RPL13A,CHST12_CYB561A3,GSTP1_RPS18
DUSP2_PRF1,CCL5_SH2D1A,GABARAP_RPLP0,CYBA_RPL31
HLA-DQA1_SERPINA1,OAZ1_SPI1,LY86_NPM1,FCN1_SPI1
GNG7_RPL9,HLA-DQA1_RPL13A,CCL5_FCER1G,CFP_RPL9
CCL4_HLA-DPB1,NKG7_RPLP2,FTH1_PKIG,CD40_RPLP0
AP1S2_LGALS2,ISG20_RPSA,RPS10_S100A4,CD40_HVCN1
CDA_RPS25,CCL5_RPS11,IL32_TCL1A,LTB_RPL31
CFP_HLA-DPA1,MARCH1_TCL1A,CD3D_COTL1,BANK1_RPL14
