GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
CST3_RPL13A,CFD_S100A11,IL32_S100A8,MS4A6A_S100A8
HLA-B_RPS14,RPL23A_RPS3,CD99_LYAR,GZMK_GZMM
CFD_LGALS2,CDA_HLA-DPB1,CD99_PNOC,CCR7_CD3D
CST7_LAG3,SPI1_TIGIT,CD99_NCR3,CEBPD_HLA-DRA
CDA_FCRL6,MS4A6A_S100A8,MS4A6A_SH2D1A,CCL5_LAG3
APMAP_CCL5,AC092580.4_GZMK,HOPX_NOSIP,FCRL6_SH2D1A
IL32_IL7R,RPS15A_RPS27A,ARPC5L_GZMK,CD14_LST1
CFP_SERPINA1,BRI3_RPS27A,RAC1_SERPINA1,MATK_NKG7
CFD_FTL,AC092580.4_CD3D,GZMK_HOPX,CD247_FCRL6
RPL14_RPSA,HLA-DPA1_HLA-DRA,AC092580.4_S100A8,CCL5_GZMK
EEF1A1_RPS5,RPL36_RPS3,C12orf75_GZMM,CD14_HLA-DPA1
FTH1_TKT,CDA_LST1,CST3_TKT,CTSW_PRF1
BLVRB_LGALS3,HLA-B_SPI1,PKIG_PRF1,HLA-DRA_LGALS2
CFD_TKT,CXCR4_FCER2,AC092580.4_IL7R,AIF1_LST1
CFD_LST1,GNG7_RPS13,CD99_LDHB,CST7_GZMK
LCK_RPS27,CFP_LST1,MATK_PPAPDC1B,CDA_S100A11
BRI3_FCN1,AIF1_CST7,LAG3_LDHB,FCER1G_TYMP
LYAR_S100A8,TCL1A_TKT,ARPC5L_CD8B,CFD_FTL
BRI3_CD68,CYB561A3_TIGIT,MARCH1_S100A8,CD247_SH2D1A
HLA-DQA2_IL32,CFD_TIGIT,MATK_PNOC,CFD_CST3
CST3_FCER1G,CD79B_SAMD3,HOPX_SH2D2A,CD3D_IL32
RPS20_RPS29,RPL18A_RPS23,NCR3_NOSIP,CFP_FCN1
AIF1_CD74,MS4A6A_TYROBP,FCRLA_PRF1,LGALS2_SERPINA1
RPL31_RPSA,EAF2_SPI1,NCR3_SH2D2A,CTSW_GZMH
B2M_FCGRT,FTH1_HLA-DRB1,BRI3_LGALS3,FTL_MS4A6A
GZMK_SAMD3,GZMH_RPS3A,PNOC_SH2D2A,CST3_LGALS3
RPL10_RPS25,CHST12_DUSP2,APMAP_CD8A,BRI3_HLA-DPA1
CD74_RPS18,CD14_LGALS2,C12orf75_LINC00926,CD8A_GZMM
RPL23A_RPS3,GRN_SERPINA1,SMIM14_SPI1,CFD_SPI1
FTH1_GRN,ARPC5L_PSAP,RPS11_RPS5,CTSW_FGFBP2
CD14_LGALS3,CDA_HLA-DRB1,FCER2_P2RX5,LGALS2_NCF2
CDA_S100A11,CD40_RPL13A,KLRG1_NOSIP,S100A11_SERPINA1
GZMM_HLA-DRB1,GZMM_RPS3A,CD72_PRF1,RPL32_RPSA
AP1S2_KLRG1,RPS14_RPS18,HCST_S100A9,CST3_HLA-DRA
CDA_MS4A6A,RPL10_RPL31,AC092580.4_LCK,CD247_GZMH
HLA-DRA_NCF2,CFP_FCER1G,C12orf75_TSPAN13,HLA-DRB1_LGALS3
CFD_LGALS1,EEF1A1_RPS10,GZMK_LDHB,CFD_LST1
RPL10_TIGIT,CD74_CDA,CDA_S100A4,LGALS2_S100A9
HOPX_RPL5,BRI3_FCER1G,GZMK_PNOC,RPL11_RPS15A
CD68_RPS15A,PPAPDC1B_RPL10A,APMAP_LAG3,CCL5_KLRG1
FCN1_LGALS2,APMAP_CTSW,AC092580.4_CD3D,S100A9_TYROBP
HLA-DPB1_RPS3A,HLA-DOB_RPS13,CEBPD_HCST,MS4A6A_TYMP
CFD_S100A11,CHST12_LGALS3,APOBEC3G_S100A11,BRI3_SERPINA1
LY86_PKIG,CD40_TYROBP,DUSP2_HLA-DQA2,LGALS2_TYMP
MARCH1_TPT1,CD3D_GZMA,APOBEC3G_GZMH,AIF1_BLVRB
C12orf75_FTH1,FCN1_RPS6,CD14_LGALS2,HLA-DMA_HLA-DPA1
AC092580.4_CD3D,GRN_HLA-DRB1,HLA-C_RPSA,CCL4_GZMK
CEBPD_FCN1,EAF2_RPL10A,FCER2_HVCN1,GRN_SERPINA1
FGFBP2_PRF1,RPS11_RPS23,NCF2_SPI1,CFP_CST3
RPS10_RPS12,CFD_CFP,AC092580.4_LDHB,AIF1_FCN1
CD79B_LTB,GSTP1_LTB,BLK_GNG7,CDA_PSAP
BLVRB_NCF2,FCN1_HLA-DRB1,RPL5_RPSA,CD3E_SH2D1A
CYBA_GZMK,LGALS2_LGALS3,AC092580.4_CD8A,RPL10_RPL10A
BRI3_CST3,CD14_HLA-DPB1,FCER2_GNG7,PRF1_SH2D2A
GZMA_LYAR,RPL30_RPL9,RPL35A_RPS3A,AIF1_TYROBP
CCL5_NKG7,MALAT1_TYMP,CHST12_TKT,FCRL6_IL32
FCRL6_GZMH,BANK1_MATK,BANK1_BLK,LAG3_S100A8
HLA-B_TIGIT,CD14_TYROBP,CD37_CD79B,CCL4_LYAR
KLRG1_S100A8,GZMM_RPL10,CDA_FCN1,AC092580.4_CFD
FTH1_RPS10,LST1_TYROBP,KLRG1_SH2D2A,CD8B_NKG7
CD8A_LGALS3,FCER1G_LGALS1,HLA-DOB_PDLIM1,NCF2_TKT
RPL10_RPS18,RPL35A_RPS3,HOPX_RARRES3,CD8B_PRF1
CDA_FTL,CCL4_HLA-DRB1,AP1S2_TALDO1,LST1_PYCARD
AIF1_BRI3,LAG3_RPL18A,CEBPD_MS4A6A,BRI3_S100A11
RPL9_SH2D2A,CD247_RPS20,B2M_RPS11,BLVRB_NCF2
FCRL6_LGALS3,FCRL6_LGALS3,IL32_LCK,CST3_LGALS2
COTL1_TCL1A,RPL13A_RPS14,RPL10A_RPS4X,CDA_HCST
RPL5_RPS29,CD68_FCER1G,HLA-DOB_HLA-DQA2,CST3_SERPINA1
RPL21_RPS5,CD247_HLA-DRA,RAC1_SPI1,CCL5_CTSW
RPL3_RPS3,HLA-B_RPL32,ARPC5L_MATK,HLA-DPB1_HLA-DRA
CD14_CST3,HLA-DPB1_S100A9,C12orf75_PRF1,CCL4_NKG7
RPLP2_RPS29,CD68_LGALS1,AC092580.4_LAG3,CD68_HLA-DRA
CD14_CD3D,HLA-A_HLA-C,HLA-DQA1_RPS29,LGALS1_SERPINA1
LGALS3_SERPINA1,FCN1_LTB,PNOC_PPAPDC1B,AIF1_TYMP
CCL5_GZMA,NCF2_TYROBP,SERPINA1_SMIM14,NCF2_SPI1
AIF1_TIGIT,CD79B_CEBPD,CHST12_SERPINA1,TYMP_TYROBP
GPX1_LGALS3,MARCH1_RPS5,GZMM_VPREB3,CDA_SPI1
APOBEC3G_CD68,HLA-B_TIGIT,C12orf75_FCER2,LTB_SH2D1A
PDLIM1_RPS10,B2M_RPS15A,BANK1_FCRLA,BRI3_TYROBP
CD79A_RPL35A,FGFBP2_RPS3,RPLP2_RPS11,CDA_GRN
CD3D_GRN,RPLP2_S100A9,RPS23_RPS27,LYAR_MATK
CD247_FGFBP2,APMAP_CXCR4,BLK_CD72,CEBPD_LST1
GZMA_GZMK,S100A4_S100A6,NEAT1_TIGIT,FGFBP2_IL32
CTSS_RPS27,BRI3_CD14,BLK_FCRLA,CCL5_CD8B
AIF1_LST1,RPL9_RPS3A,RPL21_RPS27,CTSW_NKG7
RPL23A_RPLP0,RPL18A_RPS27A,C12orf75_DUSP2,AIF1_LGALS1
HLA-C_PFN1,RPS27A_RPS6,RPL21_RPS5,CST7_NKG7
CFD_TIGIT,CST3_FCER1G,CCL5_KIAA0125,NCF2_TYROBP
BRI3_GZMM,RPL10_RPL21,CST3_SERPINA1,CFP_LST1
FCER1G_RPL13A,KIAA0125_RPS5,LYAR_RARRES3,BLVRB_CST3
RPL35A_RPS18,DUSP2_HLA-DRB5,CST7_GNG7,CD14_LAG3
BLVRB_CDA,BLVRB_LGALS3,APMAP_CD8B,CD8B_CTSW
EEF1A1_RPS11,CD40_CDA,LGALS2_MS4A6A,CDA_S100A8
BRI3_FCER1G,ARPC5L_RPS5,CD247_CD3D,CCL5_MATK
CD79B_LGALS2,ARPC5L_RPS10,RPS13_RPS25,CFP_SPI1
CST3_RPS25,FCGRT_FGFBP2,FCRLA_GZMM,LGALS2_TYROBP
RPL10A_RPL11,MALAT1_TIGIT,APMAP_IL7R,AIF1_SERPINA1
GZMH_LST1,BRI3_HLA-DPB1,CD8A_PPAPDC1B,GZMK_PRF1
AIF1_HLA-DRB1,CST3_RPL10,CD3D_MARCH1,CCL5_GZMM
FTH1_TPT1,AIF1_BRI3,FCER1G_S100A4,GZMK_SAMD3
SH2D1A_TYROBP,RPL13A_RPS27A,C12orf75_CCL4,CCL5_CST7
CFP_LGALS3,CD99_COTL1,CD99_HOPX,CD68_CEBPD
AC092580.4_GZMA,APOBEC3G_TIGIT,RPL27A_RPS18,RPL13A_TIGIT
GZMM_RPL27A,FCER2_GZMA,APMAP_NKG7,AIF1_CST3
HLA-DQB1_SH2D2A,RPL11_RPS13,TIGIT_TKT,BRI3_NCF2
CYB561A3_RPL5,RPL5_TCL1A,CST7_HVCN1,CDA_LST1
RPS25_SH2D2A,GZMM_RPL32,DUSP2_PKIG,APMAP_CST7
RPL13A_RPL23A,CFD_LST1,C12orf75_HVCN1,CST3_FTL
HLA-DPB1_HLA-DQB1,LGALS3_RPL13A,CDA_TYROBP,BLVRB_S100A8
AIF1_FCRL6,RPS12_RPS5,BLK_C12orf75,HCST_LAG3
CDA_HLA-DPB1,CD247_RPS11,MATK_RARRES3,HLA-DPA1_HLA-DPB1
CD14_HLA-DPB1,PFN1_TYMP,APOBEC3G_TSPO,AC092580.4_LGALS2
AIF1_SPI1,CCL4_CXCR4,HOPX_IL7R,RPL13_RPS20
RPS11_RPS23,HLA-E_TIGIT,CFP_S100A11,FCN1_LGALS3
RPL23A_RPL5,HLA-DPA1_RPS3,RPL36_RPS6,CD2_CD247
LGALS2_LGALS3,CD99_CDA,RPS15A_RPS27,HLA-DRA_TYROBP
LINC00926_RPS27,GZMH_LTB,CTSW_HVCN1,CFD_S100A11
CD14_PRF1,CFD_LGALS1,LDHB_SH2D2A,LGALS1_MS4A6A
ARPC5L_LTB,RPL21_RPS5,CD99_PPAPDC1B,AC092580.4_HCST
C12orf75_CST7,NEAT1_RPS25,LAG3_PPAPDC1B,CD99_FGFBP2
CST3_MATK,HLA-DQA1_RPS11,AP1S2_TSPO,CFD_S100A8
PTPRCAP_RPS25,FTL_RPL32,APOBEC3G_TALDO1,LGALS2_S100A11
RPL10_RPS14,FGFBP2_LGALS3,CD8A_PNOC,BLVRB_CFP
HVCN1_RPS25,PKIG_TCL1A,NCR3_RARRES3,AC092580.4_HLA-DRA
CD74_IL32,CFP_RPL35A,IL32_SH2D1A,ARPC5L_FCRL6
CFD_MS4A6A,AIF1_SPI1,CD2_GZMK,S100A9_SERPINA1
GZMH_HLA-DRA,CD68_LGALS3,BANK1_CST7,CD74_LST1
CFP_FGFBP2,BRI3_FCN1,LAG3_PNOC,CFD_HLA-DPA1
CD68_TIGIT,LGALS3_TYROBP,CD2_CD99,CD8A_NKG7
CEBPD_LCK,CYB561A3_RPS13,KLRG1_RARRES3,LAG3_TYROBP
FCN1_RPS25,RPLP2_RPS14,NPC2_PYCARD,CEBPD_HLA-DPB1
LGALS1_LGALS2,CD74_RPL5,CD3D_LYAR,GZMA_TIGIT
HLA-DPA1_RPS29,PSAP_S100A9,CD2_NOSIP,LGALS1_TYROBP
RPL36_RPS11,FCN1_SPI1,HOPX_LAG3,CFD_HLA-DPB1
SERPINA1_TYROBP,AIF1_HLA-DRB1,APMAP_CCL5,CD8A_FGFBP2
CD68_CST7,CD74_LAG3,MATK_NOSIP,CST7_NCR3
FCER1G_S100A11,CD72_CD79A,MATK_SH2D2A,CFP_HLA-DRB1
CD3D_GZMM,CD37_LTB,CD8A_HOPX,FCGRT_LGALS3
FCGRT_LGALS3,AIF1_LGALS3,CD68_LGALS3,RPS27A_RPS3A
RPL21_RPS15A,COTL1_RPS3A,CD2_S100A8,MALAT1_MS4A1
S100A9_TYROBP,NCF2_SERPINA1,CCL4_GNG7,CD68_LGALS2
RPL11_RPS3,EEF1A1_RPS23,NCF2_SMIM14,HLA-DRA_S100A11
ARPC5L_RPL31,SAMD3_TCL1A,FCRL6_GZMH,LST1_NCF2
CEBPD_FCER1G,CD14_CFP,CD8B_HOPX,HLA-DRB1_PSAP
EEF1A1_RPL9,RPL27A_TMEM66,LST1_PYCARD,CD247_IL7R
CD72_RPL36,CD8B_CTSW,FCER1G_TYROBP,CD74_CEBPD
GZMK_IL7R,CD14_FTL,AP1S2_S100A11,MS4A6A_TYROBP
B2M_RPL36,CST3_RPS13,CD2_SH2D2A,CD8A_TYROBP
FCN1_LGALS3,CEBPD_HLA-DPB1,HCST_IL32,S100A8_S100A9
RPL3_SH2D1A,CD2_CD3D,SAMD3_VPREB3,APMAP_FCRL6
EEF1A1_RPLP0,HLA-DQB1_HLA-DRB5,RPS25_RPS4X,FCRL6_PTPRCAP
EEF1A1_RPL3,RPL10_RPS14,CD2_CD3D,CEBPD_FCN1
RPL13A_RPS14,HLA-B_RPS14,RPS3_RPS3A,PSAP_S100A9
GZMM_HLA-DPA1,BLVRB_CFD,C12orf75_CST7,HLA-DPB1_HLA-DRB1
RPS13_TALDO1,CD68_TYROBP,CD14_IL32,CFD_GRN
C12orf75_CD79A,RPL32_RPS18,S100A11_TSPO,HLA-DRB1_TCL1A
HLA-DQA2_SPIB,CD2_CD37,LCK_LYAR,EEF1A1_RPS10
CHST12_MATK,HLA-C_TIGIT,CTSW_GNG7,CEBPD_SERPINA1
CHST12_HLA-DPA1,CCL5_GZMA,ARPC5L_KLRG1,FCER1G_NCF2
GNG7_PDLIM1,CD72_TCL1A,FCN1_TYROBP,CCL5_IL32
APMAP_CST7,HLA-DRA_TIGIT,CD72_HVCN1,LGALS3_TYROBP
FCRL6_S100A11,CEBPD_FCER1G,HLA-C_HLA-E,RPL10_RPS10
FCER2_HLA-DMA,RPL30_RPL32,FCER1G_FCN1,CCL4_TIGIT
HLA-DRA_IL32,CDA_LGALS1,CST3_NEAT1,FCER1G_HLA-DRA
RPL13_RPL5,AIF1_CD74,ARPC5L_NCR3,BRI3_FTH1
CD2_CD3D,MALAT1_RPL5,CD247_IL32,AIF1_HLA-DRA
CD14_FCN1,CD3D_LAG3,BRI3_CD68,CFP_LGALS1
BLK_CEBPD,FCN1_HLA-DRA,CCL5_MATK,CD68_HLA-DPB1
CD79B_CD99,RPL11_RPS3,AP1S2_CFP,FCER1G_TYROBP
HLA-B_PRF1,CCL4_LST1,DUSP2_FGFBP2,CST3_NCF2
RPSA_TYROBP,CD74_RPS3,HLA-DQA1_RPL27A,CD3D_CD3E
C12orf75_RPS25,APMAP_RPS27A,GZMM_HLA-DQA2,CD68_HLA-DRB1
RPL3_TPT1,RPS11_S100A11,EEF1A1_RPL10A,FCGRT_SERPINA1
BRI3_TYROBP,APMAP_NKG7,GZMK_MATK,CCL5_SH2D2A
RPS14_RPS23,HLA-DRA_MALAT1,CST3_SPI1,RPS27_RPS3A
CD3D_MS4A6A,B2M_CXCR4,CD3D_SH2D1A,FCER1G_GRN
LST1_RPL27A,CFP_HLA-DPB1,COTL1_FGFBP2,CD8A_LYAR
P2RX5_RPS25,B2M_HLA-DQA1,CD247_S100A8,CST3_PSAP
GSTP1_RPS27,CD37_CXCR4,EAF2_MS4A6A,FCN1_LGALS1
RPL35A_RPS11,CD74_RPS6,CCL4_HVCN1,CD14_S100A11
RPS18_RPSA,CD79B_LTB,BANK1_GNG7,FCN1_NCF2
ISG20_RPS27,PRF1_TIGIT,FCRL6_TALDO1,CD247_IL32
HLA-DPA1_RPS3,CCR7_FCER2,RPS20_RPS29,CD74_FTH1
COTL1_RPS27,ARPC5L_TIGIT,APMAP_GZMA,RPL10A_RPS5
CD37_RPL3,AC092580.4_RPL18A,CD247_MS4A6A,BLVRB_FCER1G
CYB561A3_LGALS3,HLA-DQB1_RPS13,RPL10_RPS5,CD99_FCRL6
GZMH_RPS3A,CD74_SERPINA1,CD14_SH2D1A,AC092580.4_CST3
GZMK_LYAR,FCER1G_HLA-DPA1,APOBEC3G_CFP,FTL_LGALS3
B2M_CTSW,ARPC5L_CST3,CHST12_LGALS3,LGALS3_SPI1
FCN1_S100A9,HVCN1_MYL12A,PSAP_TKT,GRN_MS4A6A
HLA-DOB_PPAPDC1B,CFD_TYMP,BANK1_HVCN1,CD68_GRN
RPL3_RPLP0,APOBEC3G_RPS18,LYAR_S100A8,SAMD3_SH2D1A
FCER1G_LGALS3,AIF1_CD3D,RPS29_TPT1,KLRG1_SAMD3
LGALS2_SPI1,AIF1_CD14,SERPINA1_TIGIT,FTL_SERPINA1
CD79A_EEF1A1,CD74_LGALS3,RPL32_RPSA,CD74_HLA-DQB1
CXCR4_FCER2,CCL4_CD37,DUSP2_VPREB3,BRI3_HLA-DRB1
BLVRB_BRI3,FGFBP2_RPS3A,KLRG1_MARCH1,APMAP_GZMA
CD247_S100A8,CDA_RPL13A,HCST_SH2D1A,AIF1_GRN
BANK1_CD2,HLA-DQA2_TYMP,CST3_NCF2,CCL4_SH2D2A
ARPC5L_TIGIT,BLVRB_LCK,HLA-DQA2_VPREB3,AIF1_CEBPD
NCR3_SERPINA1,BLVRB_FTL,CD72_CTSW,CDA_S100A9
LGALS1_S100A11,GZMH_RPS14,CD2_LCK,CD247_CD3E
HLA-DQB1_TIGIT,APOBEC3G_CD68,FCRL6_TSPO,CEBPD_GRN
TCL1A_TKT,AIF1_FCN1,PFN1_RPS3,CD8B_SAMD3
HLA-DQA1_LINC00926,BRI3_TYROBP,CD8B_MARCH1,FTH1_TYROBP
HLA-DPA1_IL32,FCRL6_RPS14,ARPC5L_LYAR,NCR3_NEAT1
FCN1_RPS15A,LCK_RPL30,CEBPD_S100A9,GZMK_HCST
RPS12_RPS5,CD3D_LGALS2,PSAP_SMIM14,AIF1_FTH1
BRI3_FTL,FCGRT_SERPINA1,AC092580.4_GZMK,ARPC5L_TIGIT
CD72_RPL35A,FCRL6_LST1,GZMH_S100A11,CD8B_HCST
FCN1_LTB,CFP_FGFBP2,P2RX5_PKIG,RPLP0_RPS27A
RPL13A_RPS13,MS4A1_RPS3,IL7R_PNOC,AC092580.4_S100A8
LY86_RPS29,CTSS_SAT1,HOPX_KIAA0125,APMAP_PRF1
HLA-DOB_RPS5,LGALS3_RPS27A,BLVRB_CFD,GZMA_HCST
FCRL6_RPS3,CD8A_LGALS3,GABARAP_S100A11,GZMH_SH2D1A
RPL5_RPS23,CD14_GZMA,HLA-A_RPS5,CD68_NCF2
RPL10A_RPS28,GABARAP_TIGIT,CHST12_SPI1,RPL18A_RPS23
CEBPD_SH2D2A,RPLP0_RPS27A,DUSP2_PRF1,BLVRB_FCN1
PRF1_TCL1A,HLA-DRA_TYROBP,CD8B_CYB561A3,CFD_TYMP
RPS29_TPT1,CEBPD_MS4A6A,GZMM_PRF1,RPL13A_RPL31
FTH1_OAZ1,HCST_RPL13A,CD72_DUSP2,CCL4_MATK
HLA-DQA1_HLA-DQB1,CD79A_HLA-DQA2,MALAT1_RPL10,CD74_TCL1A
CD14_LGALS1,RPL9_TYROBP,CTSW_PRF1,HLA-DRA_HLA-DRB5
EEF1A1_HOPX,GZMH_SERPINA1,DUSP2_PDLIM1,CD14_PSAP
BLVRB_SAMD3,APOBEC3G_RPL32,CD8A_MATK,CST7_TIGIT
RPS18_RPS6,B2M_P2RX5,PKIG_SAMD3,AIF1_NCF2
BRI3_FCRL6,HLA-DPA1_HLA-DQA1,CYB561A3_LCK,CCL5_LYAR
B2M_RPL30,CD68_HLA-DPA1,CCR7_CD247,CEBPD_LGALS1
CD14_CD68,CDA_FTL,CTSW_PKIG,GRN_LST1
B2M_RPS15A,HLA-C_PSAP,CTSW_FCRLA,GZMK_MS4A6A
PPAPDC1B_RPSA,FCER1G_HLA-DRA,AC092580.4_CD99,CEBPD_FCER1G
CTSS_LINC00926,FCER1G_FTL,APMAP_KLRG1,RPL27A_RPS3
CTSS_HLA-DQA1,FGFBP2_HLA-DRA,CD8B_SPIB,IL32_IL7R
HLA-DRA_MALAT1,FCN1_PTPRCAP,CHST12_NCF2,CD8A_HCST
RPLP2_RPS15A,RPS20_SERPINA1,RPL23A_RPS12,FCRL6_KLRG1
RPL36_RPS3A,FCER1G_LGALS3,PDLIM1_VPREB3,CD2_LDHB
HLA-DOB_LGALS1,KLRG1_S100A8,LGALS3_TIGIT,RPL3_RPL5
CD14_LST1,CCL4_CD68,CCL4_CD72,CD68_S100A8
RPL11_RPS6,RPS12_RPS23,IRF8_MS4A6A,CD3E_FCRL6
HLA-B_SPI1,AIF1_HLA-DPB1,MARCH1_NCR3,AC092580.4_CDA
RPLP2_S100A8,BRI3_CST3,AC092580.4_SH2D2A,CD8A_S100A9
CD74_TSPO,HVCN1_RPL21,GRN_PYCARD,AIF1_HLA-DPB1
CD3E_SH2D2A,CFP_SERPINA1,FGFBP2_VPREB3,MS4A6A_S100A11
CXCR4_RPS20,FTL_TYROBP,PSAP_RAC1,RPL11_RPL30
CCL4_CFP,CD14_FCN1,AC092580.4_NOSIP,RPS10_RPS3
CXCR4_P2RX5,MARCH1_RPL10,RAC1_TALDO1,FCRL6_MATK
FGFBP2_RPS3,NPM1_TKT,HOPX_KLRG1,LDHB_TIGIT
LGALS3_TYROBP,BRI3_HLA-DPA1,GZMA_MATK,BLVRB_S100A11
CD37_TCL1A,CST3_RPL32,GPX1_S100A11,CEBPD_SPI1
PTPRCAP_TIGIT,CD247_TYROBP,EAF2_SH2D1A,S100A8_TYMP
CD72_CD79A,HLA-DMA_HLA-DRB5,RPL30_TPT1,BLVRB_S100A9
CCL5_HCST,CD8B_CDA,FCER1G_LGALS1,NCF2_TYMP
GRN_HLA-DPB1,CD2_CD8A,HLA-B_RPL27A,CD14_CD8A
C12orf75_NKG7,CFP_LGALS3,APMAP_NCR3,RPS4X_RPSA
NCF2_SERPINA1,HLA-DQA2_HLA-DRB1,CST3_RAC1,LST1_S100A9
CD14_CD3E,CYB561A3_LAG3,CFP_FCRL6,BRI3_HLA-DPB1
GZMA_HLA-DPB1,HLA-DRA_NCF2,CD8B_PNOC,HLA-DRA_NCF2
CCL4_FGFBP2,CD68_SERPINA1,PRF1_TSPAN13,CD68_CST3
CD79B_SMIM14,LST1_TYMP,FCN1_S100A4,LGALS1_NCF2
RPL10_RPL31,CD68_RPL13A,BLK_CCL4,FTH1_LGALS2
CST3_HCST,SMIM14_TIGIT,CD40_MS4A6A,GZMK_S100A8
CD79A_RPL9,HLA-DRB1_RPS27A,S100A11_TALDO1,CD68_TYROBP
RPLP2_TALDO1,CD79B_CDA,GZMH_TALDO1,FTL_TYROBP
FGFBP2_RPS10,CCL4_LAG3,LAG3_MATK,S100A11_TYMP
LGALS1_TYROBP,CD72_TIGIT,CD2_RARRES3,GZMK_NKG7
GZMH_S100A11,CD3D_TYROBP,CCL5_HOPX,AIF1_FTL
LGALS1_SERPINA1,CFP_FTL,CD3E_IL32,FCRL6_LCK
GSTP1_GZMH,RPS11_RPS18,RPL21_RPS10,EEF1A1_RPS27
RPS11_RPS27A,LY86_RPL10,CFP_TALDO1,CD74_TYROBP
CDA_RPL13A,RPS4X_TIGIT,CD68_CHST12,GSTP1_LYZ
COTL1_GPX1,HLA-DMA_HLA-DPB1,RPLP0_RPS12,CD68_CD74
CD68_HLA-DPB1,FCER1G_S100A11,KIAA0125_NKG7,CCL5_FCRL6
COTL1_TIGIT,IL7R_TIGIT,RPL11_RPL5,BLVRB_HLA-DRB1
RPL35A_RPLP0,RPL10A_S100A11,BLK_CST7,BLVRB_CEBPD
CD247_RPS20,CFD_LGALS2,RPL27A_RPS25,FCN1_LST1
HLA-DPB1_HOPX,HLA-DPA1_SERPINA1,HOPX_NCR3,LGALS2_TKT
CD79A_HLA-DQA2,CD79A_RPL21,CDA_LGALS1,AIF1_HLA-DRB1
LAG3_NKG7,GRN_HLA-DPB1,RPL23A_RPL35A,HLA-DPB1_SPI1
PSAP_RPL14,HLA-DMA_RPL14,BRI3_CHST12,TKT_TYROBP
B2M_RPL13,CTSS_HLA-DQA1,CHST12_RAC1,CST3_HLA-DRB1
RPLP2_RPS6,FCRL6_HLA-DPA1,APOBEC3G_FGFBP2,HLA-DRB1_LGALS2
HLA-DQB1_LINC00926,HVCN1_NKG7,BLK_HVCN1,CD3D_IL7R
CD74_SAMD3,HLA-DQA1_HLA-DQB1,IL32_LGALS2,FCRL6_RPL13A
RPS3A_RPS5,GNG7_TIGIT,AP1S2_GABARAP,APOBEC3G_ISG20
CCL4_CTSW,CD8B_RPL18A,RPL10A_RPS10,LCK_SH2D1A
CD8B_S100A8,FTH1_TKT,CHST12_NEAT1,CFD_HCST
AIF1_CD3D,HLA-B_RPL21,APMAP_KIAA0125,GRN_HLA-DPB1
HLA-DPA1_S100A11,RPL10A_RPL3,RPL18A_RPS14,CD74_TYMP
FCER1G_FCN1,GZMM_HLA-DRA,RAC1_TKT,FGFBP2_MATK
NCF2_TYMP,APOBEC3G_CD247,RPL36_TPT1,RPL10_RPS14
HVCN1_MYL12A,HLA-DPB1_RPS6,GRN_LST1,GRN_HLA-DRA
FCER1G_LGALS1,APMAP_CST7,GNG7_TSPAN13,CD14_CD8B
DUSP2_MS4A1,LGALS2_LYZ,SMIM14_TKT,AIF1_S100A9
CFP_FTL,RPL10_RPL5,PSAP_SPI1,LST1_SERPINA1
MALAT1_PYCARD,CD72_HLA-DRA,DUSP2_FCRLA,CDA_HLA-DRB5
RPL9_RPS27,FTH1_RPL13A,RPL13_RPL35A,SPI1_TYMP
HLA-E_NCR3,SNX2_TIGIT,HLA-DQA2_SAMD3,HLA-DPA1_HLA-DRB5
CTSW_DUSP2,CFD_SERPINA1,CD8B_PPAPDC1B,HLA-DRB1_SERPINA1
S100A11_SERPINA1,PYCARD_TCL1A,CD99_MATK,CD2_CD3E
CD14_S100A9,FCER1G_LST1,GABARAP_TALDO1,HLA-DPB1_MS4A6A
CD247_TYROBP,HLA-DRA_LAG3,FCGRT_GRN,CFP_HLA-DMA
HLA-DQB1_RPS13,FTH1_RPS10,PRF1_SAMD3,CDA_FTH1
CD8A_RPS29,RPL3_RPS3,NCF2_PSAP,BLVRB_MS4A6A
FCN1_PTPRCAP,AP1S2_KLRG1,AC092580.4_RARRES3,BLVRB_CD68
HLA-DPA1_HLA-DQA1,CD79B_RPS15A,HVCN1_PRF1,RPL10A_RPL35A
CFD_HLA-DRB1,SERPINA1_TYROBP,SNX2_TKT,HLA-DPA1_SPI1
CD247_IL7R,TPT1_TYMP,CD72_TCL1A,CFP_HLA-DPA1
FCRLA_RPL18A,BRI3_CD68,NCF2_TKT,CD14_HCST
CD79B_CD8B,FCN1_RPS15A,LGALS2_S100A9,FCN1_HLA-DPA1
CD74_RPL3,NCF2_SPI1,LDHB_RARRES3,CD68_LST1
FCER2_TCL1A,RPL11_RPL30,KLRG1_SPIB,FTL_LST1
RPLP0_RPS27A,CFP_FCN1,CCR7_SH2D1A,CTSW_FCRL6
LCK_S100A11,B2M_COTL1,CD247_CD3E,APOBEC3G_NCR3
PSAP_SAMD3,LGALS1_TYROBP,RPL10A_RPS27A,GZMA_PDLIM1
CD74_CTSW,RPL13_RPL18A,B2M_RPS3,CD3D_LCK
RAC1_SMIM14,B2M_FCGRT,IL32_MS4A6A,AC092580.4_FTL
RPL13A_TKT,GZMH_HLA-DRB1,FCGRT_PYCARD,CD247_LDHB
PFN1_TYMP,RPL21_RPS6,HLA-DOB_PKIG,CD68_SPI1
HLA-DRA_HLA-DRB5,LST1_TIGIT,LGALS3_SERPINA1,LTB_RPS15A
